Name,School,PA,OBP,wOBA,ISO,BB%,K%,BABIP,wRC+,HR/PA,OnBase_Ability,Power,OP,OPAR
"Brinling, Austin",South Carolina ,124,0.413,0.355,0.061,0.1129,0.1371,0.349,98.26,0.008064516129,0.369142345568487,0.05214628815989626,0.047342975171392986,-0.010833442880033947
"Reeves, Dalton",South Carolina ,139,0.37,0.415,0.303,0.0935,0.2446,0.32,113.85,0.07913669065,0.36811772605192483,0.2655577951193014,0.06772246902851606,0.009546050977089125
"Brewer, Dylan",South Carolina ,167,0.395,0.38,0.176,0.1317,0.1677,0.32,104.67,0.03592814371,0.36259623992837964,0.1525723147912985,0.057283522965743294,-0.0008928950856836385
"Tippett, Will",South Carolina ,178,0.335,0.319,0.181,0.1461,0.3539,0.262,88.65,0.0393258427,0.30295837063563114,0.15730432231467892,0.04926005250660212,-0.008916365544824813
"Jackson, Blake",South Carolina ,206,0.465,0.421,0.19,0.1553,0.2184,0.38,115.53,0.02427184466,0.4185948970456581,0.16228117655922372,0.06445102511667583,0.006274607065248898
"Casas, Gavin",South Carolina ,210,0.385,0.387,0.231,0.1048,0.2333,0.307,106.51,0.04761904762,0.3576105640107431,0.20032866216368386,0.06017824658935002,0.002001828537923085
"Jones, Kennedy",South Carolina ,246,0.398,0.385,0.194,0.1463,0.2561,0.366,106.05,0.03658536585,0.3818079677708147,0.16767165258041639,0.06025279121692113,0.002076373165494194
"Lecroy, Talmadge",South Carolina ,268,0.389,0.336,0.09,0.1418,0.209,0.312,93.2,0.01119402985,0.3422506714413608,0.07681932609347213,0.046854311031466644,-0.011322107019960288
"Messina, Cole",South Carolina ,286,0.465,0.505,0.375,0.1748,0.2343,0.377,137.67,0.07342657343,0.4476320501342883,0.32456040783550455,0.08499281588668928,0.026816397835262344
"Noland, Parker",South Carolina ,289,0.383,0.335,0.09,0.1419,0.2042,0.322,92.92,0.01038062284,0.3438088630259625,0.07668327989631617,0.04707481922137424,-0.01110159883005269
"Petry, Ethan",South Carolina ,289,0.471,0.487,0.333,0.1765,0.2526,0.365,132.91,0.07266435986,0.4385407341092211,0.2894576240556246,0.08012630736862748,0.02194988931720055
"Smith, Seth",Southern Mississippi,85,0.345,0.301,0.072,0.1412,0.2,0.283,83.93,0.0,0.30688272157564905,0.059957657021877206,0.04130004105060118,-0.016876377000825754
"Odom, Lawson",Southern Mississippi,106,0.385,0.327,0.074,0.1132,0.1415,0.269,90.84,0.009433962264,0.32240465532676815,0.06320102262284262,0.043323128428015334,-0.014853289623411599
"Stockman, Tucker",Southern Mississippi,111,0.309,0.315,0.175,0.0901,0.2342,0.265,87.67,0.03603603604,0.2952963294538944,0.15175761506103036,0.04782830079393969,-0.010348117257487244
"Butler, Billy",Southern Mississippi,146,0.418,0.401,0.178,0.1164,0.2397,0.359,110.24,0.03424657534,0.3906445837063563,0.153956554943952,0.05917634790457848,0.000999929853151546
"Russo, Matthew",Southern Mississippi,187,0.443,0.419,0.188,0.0963,0.2032,0.387,115.0,0.0320855615,0.41421575649059983,0.16192256744918843,0.06251491738808773,0.004338499336660799
"Broadus, Gabe",Southern Mississippi,202,0.432,0.358,0.058,0.1931,0.1881,0.359,98.94,0.0,0.37916248880931064,0.048299223712067754,0.04958138983865821,-0.008595028212768724
"Paetow, Carson",Southern Mississippi,240,0.429,0.422,0.258,0.1792,0.2208,0.333,115.69,0.04583333333,0.39189749328558643,0.22251411432548346,0.06846007535550061,0.010283657304073678
"Gillespie, Davis",Southern Mississippi,243,0.391,0.4,0.198,0.0782,0.1934,0.377,110.0,0.0329218107,0.3891821844225605,0.17038988647558223,0.06028478294088571,0.002108364889458779
"McIntyre, Dalton",Southern Mississippi,268,0.447,0.409,0.085,0.0896,0.1045,0.433,112.23,0.007462686567,0.4283303491495076,0.07203151497274453,0.055705708257256834,-0.0024707097941700992
"Monistere, Nick",Southern Mississippi,273,0.36,0.366,0.22,0.1026,0.2088,0.278,101.17,0.04029304029,0.3326034019695614,0.18994315493911787,0.0565941104893713,-0.0015823075620556293
"Wilks, Slade",Southern Mississippi,288,0.413,0.436,0.259,0.1007,0.184,0.373,119.32,0.04861111111,0.40683303491495076,0.22381145612778405,0.06856039898146614,0.010383980930039206
"Pratt, Ozzie",Southern Mississippi,300,0.367,0.353,0.123,0.0667,0.1,0.342,97.72,0.01,0.35297179946284696,0.10410021171489062,0.05022732578991262,-0.007949092261514315
"Basseer, Jack",TCU,56,0.364,0.322,0.087,0.0893,0.25,0.323,89.48,0.01785714286,0.3341669650850493,0.07543552777545519,0.04386760962998366,-0.014308808421443275
"Arthur, Jack",TCU,61,0.4,0.394,0.192,0.0984,0.2131,0.395,108.28,0.01639344262,0.39604700089525513,0.16262896676142558,0.06052568931157255,0.0023492712601456203
"Tolle, Payton",TCU,66,0.303,0.29,0.145,0.0758,0.3182,0.242,81.09,0.0303030303,0.27635810205908684,0.12581638544890614,0.04157045843967799,-0.01660595961174894
"Green, Brody",TCU,72,0.338,0.355,0.182,0.0417,0.3056,0.419,98.3,0.02777777778,0.3732829006266786,0.15620559868303457,0.054629719790659635,-0.0035466982607672976
"Brunson, Chase",TCU,177,0.39,0.363,0.135,0.113,0.1469,0.322,100.25,0.02259887006,0.35581602506714416,0.1162003755851941,0.05247728895125929,-0.005699129100167642
"Robinson, Ryder",TCU,181,0.316,0.284,0.087,0.105,0.1989,0.261,79.51,0.01104972376,0.2847076991942704,0.0742969545032604,0.039395125898922904,-0.01878129215250403
"Chatagnier, Peyton",TCU,193,0.377,0.349,0.163,0.171,0.1554,0.264,96.61,0.01554404145,0.3262421665174575,0.13833728851351448,0.0530276914486845,-0.005148726602742432
"Myers, Sam",TCU,194,0.405,0.395,0.138,0.0464,0.1289,0.401,108.65,0.01030927835,0.3999731423455686,0.11664311853842627,0.05578260416422434,-0.0023938138872025908
"Boyers, Luke",TCU,195,0.361,0.354,0.154,0.0718,0.2462,0.351,97.86,0.0358974359,0.3548867502238138,0.13424678356266762,0.051882452770298584,-0.006293965281128348
"Maxwell, Logan",TCU,213,0.447,0.41,0.147,0.1408,0.108,0.37,112.68,0.01408450704,0.405987466427932,0.12476925064818631,0.06013795820678167,0.0019615401553547407
"Bowen, Karson",TCU,216,0.326,0.311,0.137,0.1204,0.1944,0.264,86.56,0.02777777778,0.29828066248880936,0.11873206304436135,0.04602425015462477,-0.012152167896802166
"Silva, Anthony",TCU,226,0.369,0.339,0.116,0.115,0.1858,0.32,93.94,0.01769911504,0.3405868397493286,0.09955870872581511,0.04861998354981428,-0.00955643450161265
"Byrne, Kurtis",TCU,235,0.357,0.36,0.191,0.0809,0.1149,0.275,99.43,0.03404255319,0.32852775290957925,0.16474811934088215,0.05410376498833033,-0.0040726530630966
"Villeneuve, Robin",Tennessee,103,0.447,0.471,0.324,0.166,0.2411,0.397,128.6,0.04854368932,0.4375881826320501,0.27792861987920964,0.0786717246783282,0.020495306626901265
"Bargo, Dalton",Tennessee,116,0.379,0.612,0.6,0.1389,0.3333,0.538,165.69,0.05172413793,0.5198361683079677,0.5082982503100988,0.10995755773774421,0.05178113968631728
"Chapman, Reese",Tennessee,120,0.425,0.4,0.317,0.0985,0.3409,0.302,109.88,0.05,0.37171441360787827,0.2723429781227946,0.0677426410192262,0.009566222967799264
"Stark, Cal",Tennessee,132,0.369,0.37,0.077,0.2564,0.3333,0.429,102.17,0.06818181818,0.39097896150402867,0.07552511708444601,0.05361888475530074,-0.0045575332961261955
"Peebles, Cannon",Tennessee,142,0.373,0.344,0.0,0.1667,0.2083,0.385,95.4,0.01408450704,0.3669261414503133,0.002355700895187015,0.04244110335514952,-0.01573531469627741
"Ensley, Hunter",Tennessee,214,0.394,0.247,0.131,0.1111,0.2593,0.133,69.84,0.04205607477,0.24724440465532677,0.116123704813331,0.03906873226607329,-0.019107685785353642
"Curley, Dean",Tennessee,229,0.39,0.331,0.118,0.1761,0.2183,0.284,91.98,0.0480349345,0.33064950760966877,0.10629800951058574,0.04949109713320207,-0.00868532091822486
"Amick, Billy",Tennessee,249,0.394,0.392,0.228,0.1223,0.1834,0.302,107.79,0.0843373494,0.36013160250671444,0.203971737337897,0.06194869520198264,0.0037722771505557043
"Tears, Kavares",Tennessee,253,0.447,0.479,0.312,0.1107,0.1429,0.384,130.84,0.07114624506,0.43577215756490606,0.27171606215894145,0.07755807782109962,0.01938165976967269
"Dreiling, Dylan",Tennessee,260,0.45,0.39,0.234,0.1034,0.2759,0.355,107.33,0.07307692308,0.3942547000895255,0.20708484881436842,0.06433125671045714,0.006154838659030208
"Burke, Blake",Tennessee,280,0.439,0.449,0.23,0.0714,0.2143,0.5,122.71,0.06071428571,0.46456624888093107,0.20168615787810162,0.0713938620885391,0.013217444037112162
"Moore, Christian",Tennessee,292,0.449,0.397,0.229,0.1215,0.1822,0.318,109.2,0.09931506849,0.3831508504923904,0.207309577439753,0.06481974805749455,0.0066433300060676145
"Borba, Casey",Texas,101,0.371,0.379,0.232,0.0693,0.2574,0.327,104.54,0.0396039604,0.35801342882721576,0.19982084588200424,0.058893991218250535,0.0007175731668236027
"O'Dowd, Jack",Texas,128,0.272,0.295,0.198,0.0703,0.1953,0.214,82.33,0.0390625,0.2593469113697404,0.1714169460127029,0.04589680850513003,-0.0122796095462969
"Kennedy, Dee",Texas,162,0.329,0.31,0.142,0.1235,0.2593,0.273,86.48,0.02469135802,0.3020085049239033,0.12237957081915313,0.04607659081957374,-0.01209982723185319
"Galvan, Rylan",Texas,207,0.392,0.393,0.219,0.1304,0.2802,0.389,108.26,0.038647343,0.3912775290957924,0.18883515899153142,0.06277246087292965,0.004596042821502715
"Schuessler, Kimble",Texas,211,0.42,0.44,0.258,0.1137,0.1422,0.364,120.37,0.04739336493,0.40699194270367056,0.22277503704192664,0.06935488669456112,0.011178468643134189
"Brown, Porter",Texas,213,0.344,0.339,0.192,0.1362,0.2535,0.261,94.04,0.03755868545,0.31229901521933756,0.16616895444717716,0.05222036519259215,-0.005956052858834784
"Gasparin, Will",Texas,231,0.3,0.343,0.243,0.0476,0.329,0.331,94.96,0.05194805195,0.32658818263205014,0.21104565159643612,0.055119251305465244,-0.0030571667459616883
"Belyeu, Max",Texas,249,0.423,0.464,0.338,0.1084,0.1767,0.34,126.88,0.07228915663,0.4077923008057297,0.29355859571016946,0.07628512131846589,0.018108703267038957
"Flores, Jalin",Texas,278,0.408,0.45,0.316,0.0755,0.2014,0.372,123.23,0.06474820144,0.4100868397493285,0.2739769398315314,0.07327108599280391,0.015094667941376975
"Powell, Peyton",Texas,283,0.406,0.39,0.167,0.1201,0.1201,0.335,107.46,0.03180212014,0.37467905102954346,0.14438751056681723,0.058039469661502995,-0.0001369483899239382
"Thomas, Jared",Texas,291,0.434,0.458,0.286,0.1065,0.2062,0.406,125.32,0.05498281787,0.43251566696508514,0.247361275818765,0.0737271280661548,0.015550710014727874
"Targac, Ryan",Texas AM,69,0.304,0.293,0.136,0.1159,0.3333,0.324,81.81,0.01449275362,0.30726275738585496,0.11567733423284404,0.044803163121992215,-0.013373254929434718
"Kent, Kaeden",Texas AM,99,0.398,0.362,0.123,0.1515,0.1515,0.323,99.95,0.0202020202,0.358066696508505,0.10580654819153142,0.05262673018192549,-0.005549687869501441
"Chestnut, Travis",Texas AM,123,0.459,0.41,0.18,0.2033,0.2683,0.4,112.7,0.0243902439,0.420170993733214,0.15397352703196895,0.06442927809756044,0.006252860046133506
"Sorrell, Caden",Texas AM,184,0.375,0.403,0.297,0.125,0.2772,0.333,110.73,0.05434782609,0.369905102954342,0.2564152680192872,0.06740560191960998,0.009229183868183048
"Burton, Ted",Texas AM,245,0.453,0.428,0.221,0.1878,0.2,0.361,117.22,0.03673469388,0.41088495971351835,0.1901807497879746,0.06765206922930284,0.009475651177875903
"Appel, Jackson",Texas AM,249,0.422,0.423,0.222,0.1205,0.1004,0.328,115.89,0.04016064257,0.3884865711727843,0.19158650126259,0.06476781949721741,0.006591401445790478
"Camarillo, Ali",Texas AM,263,0.385,0.369,0.146,0.1065,0.1863,0.349,101.78,0.02661596958,0.36629095792300803,0.12603245221627382,0.0539809914174334,-0.004195426633993533
"Schott, Hayden",Texas AM,274,0.405,0.392,0.166,0.1095,0.1861,0.378,107.81,0.02554744526,0.39060966875559544,0.1425086411620466,0.058463978087263065,0.0002875600358361319
"Montgomery, Braden",Texas AM,295,0.454,0.503,0.411,0.1797,0.2,0.325,137.14,0.09152542373,0.4250850492390331,0.35756635527453073,0.0865488590747441,0.028372441023317173
"Grahovac, Gavin",Texas AM,295,0.407,0.442,0.317,0.1186,0.2847,0.381,121.12,0.07457627119,0.410180393912265,0.27645347655047986,0.07365986694171202,0.015483448890285086
"Laviolette, Jace",Texas AM,302,0.454,0.506,0.451,0.1854,0.2417,0.333,137.7,0.09271523179,0.4290434198746643,0.39107516579691604,0.09012458239433463,0.031948164342907696
"Mccollum, Letrey",UC Santa Barbara,148,0.4,0.356,0.063,0.1014,0.1554,0.39,98.44,0.0,0.38062041181736794,0.05246294989414256,0.04809012466144255,-0.010086293389984381
"Calvin, Reiss",UC Santa Barbara,152,0.409,0.351,0.116,0.1711,0.2434,0.301,97.13,0.01315789474,0.3492873769024172,0.09879916799815103,0.050295636706891446,-0.007880781344535487
"Sebring, Jonah",UC Santa Barbara,201,0.337,0.358,0.215,0.0547,0.2388,0.328,99.01,0.03482587065,0.3412864816472695,0.18486501859142557,0.05532614613511072,-0.002850271916316212
"Mendez, Jonathan",UC Santa Barbara,206,0.354,0.334,0.117,0.1019,0.1699,0.315,92.66,0.01941747573,0.3327757385854969,0.10067885797318986,0.04772412829807518,-0.010452289753351753
"Durfee, Brendan",UC Santa Barbara,209,0.455,0.446,0.217,0.1053,0.1483,0.385,121.97,0.04306220096,0.42654923903312447,0.18790807454306283,0.06753794346540436,0.009361525413977424
"Darby, Zander",UC Santa Barbara,223,0.347,0.338,0.145,0.0987,0.1794,0.309,93.74,0.0269058296,0.3300801253357207,0.1252481874489767,0.04979746262525979,-0.008378955426167144
"Parker, Aaron",UC Santa Barbara,224,0.46,0.471,0.253,0.1205,0.1696,0.42,128.67,0.05357142857,0.4495304386750224,0.21964462143337332,0.07353489295487832,0.015358474903451387
"Brethowr, Ivan",UC Santa Barbara,229,0.402,0.42,0.291,0.1092,0.1834,0.28,115.35,0.06550218341,0.3644923903312445,0.2532844159972971,0.0672427796964871,0.009066361645060174
"Brown, Jessada",UC Santa Barbara,238,0.429,0.431,0.21,0.0756,0.2437,0.444,118.09,0.04201680672,0.4351222023276634,0.18190401072169374,0.06582703854028311,0.007650620488856182
"Trimble, Justin",UC Santa Barbara,253,0.38,0.375,0.213,0.1067,0.2411,0.293,103.49,0.04743083004,0.346857654431513,0.18530776762136908,0.05737469528006174,-0.0008017227713651917
"Oakley, Nick",UC Santa Barbara,260,0.401,0.386,0.164,0.1038,0.1423,0.354,106.37,0.01923076923,0.3786857654431513,0.13978665653317573,0.05726984731598815,-0.0009065707354387817
"Van De Brake, Jackson",UNC,96,0.385,0.32,0.07,0.2083,0.2083,0.25,88.93,0.01041666667,0.31304834377797675,0.060034403670282295,0.04371149709183446,-0.014464920959592474
"Gallaher, Gavin",UNC,189,0.429,0.42,0.2,0.1376,0.2063,0.4,115.29,0.04232804233,0.41532318710832594,0.17362861399591392,0.06495259755266555,0.00677617950123862
"Wilkerson, Colby",UNC,242,0.38,0.345,0.104,0.0992,0.1942,0.355,95.6,0.00826446281,0.35844225604297225,0.08798777536059986,0.04882869734884528,-0.00934772070258165
"Stevenson, Luke",UNC,249,0.426,0.424,0.257,0.1807,0.2088,0.326,116.41,0.05220883534,0.38924888093106536,0.22274770217048698,0.06838711108391506,0.010210693032488123
"Harber, Parks",UNC,253,0.423,0.461,0.324,0.1265,0.2055,0.365,125.92,0.0790513834,0.4157251566696509,0.28303117704008474,0.07618019267383255,0.01800377462240562
"Osuna, Alberto",UNC,262,0.385,0.404,0.266,0.1298,0.1947,0.313,111.14,0.0534351145,0.3658679498657118,0.23044751032921668,0.06541709472878998,0.007240676677363049
"Madera, Alex",UNC,262,0.416,0.366,0.09,0.1565,0.1489,0.364,101.07,0.007633587786,0.3793348254252462,0.07622382519779958,0.05202826309494121,-0.00614815495648572
"Donofrio, Anthony",UNC,265,0.453,0.445,0.239,0.1623,0.1623,0.4,121.72,0.02641509434,0.4310335720680395,0.2034441618620889,0.07103835879240387,0.012861940740976942
"Honeycutt, Vance",UNC,279,0.408,0.462,0.378,0.1254,0.2796,0.358,126.32,0.08602150538,0.4093446732318711,0.32916520591041637,0.07934797522086212,0.02117155716943519
"Cook, Casey",UNC,284,0.438,0.455,0.277,0.1232,0.1761,0.37,124.51,0.06338028169,0.4195922112802149,0.2412710845169584,0.07250745156439652,0.014331033512969583
"Humphrey, Jacob",Vanderbilt,55,0.346,0.352,0.228,0.1455,0.2727,0.296,97.47,0.03636363636,0.33013428827215757,0.1959479053050953,0.05731254011878739,-0.000863877932639541
"Barczi, Colin",Vanderbilt,84,0.298,0.28,0.111,0.0833,0.3095,0.283,78.46,0.02380952381,0.2861410026857655,0.09641697751797461,0.03987586303653258,-0.018300555014894353
"Bulger, Jack",Vanderbilt,89,0.371,0.351,0.132,0.0787,0.1798,0.322,97.24,0.03370786517,0.3461723366159356,0.1155601722267396,0.04999703462701471,-0.008179383424412226
"Holcomb, Braden",Vanderbilt,119,0.345,0.354,0.214,0.1261,0.3613,0.375,98.04,0.04201680672,0.35903715308863027,0.18523499166735358,0.05770745003503699,-0.0004689680163899451
"Hewett, Calvin",Vanderbilt,151,0.419,0.381,0.131,0.0993,0.1523,0.351,105.09,0.01324503311,0.38087197851387644,0.11130492085184898,0.05427230943818259,-0.0039041086132443406
"Kozeal, Camden",Vanderbilt,167,0.349,0.347,0.155,0.0838,0.1916,0.327,95.96,0.02994011976,0.34035541629364374,0.13408313929648555,0.05129076602124341,-0.006885652030183521
"Laneve, Troy",Vanderbilt,177,0.384,0.39,0.245,0.1073,0.2712,0.351,107.4,0.03389830508,0.3742600716204118,0.2096922359237544,0.06257552141232305,0.004399103360896113
"Davis, Jayden",Vanderbilt,193,0.394,0.367,0.12,0.0933,0.1088,0.347,101.34,0.0103626943,0.3673831692032229,0.10166263835504588,0.05216841274195819,-0.006008005309468746
"Polk, Matthew",Vanderbilt,209,0.372,0.377,0.176,0.0335,0.1818,0.37,104.01,0.02392344498,0.37307206803939125,0.15056447174330273,0.05536321615659761,-0.002813201894829323
"Espinal, Alan",Vanderbilt,252,0.398,0.409,0.256,0.131,0.3135,0.4,112.48,0.05158730159,0.40266472694718003,0.22181100245365562,0.06707541117618884,0.00889899312476191
"Vastine, Jonathan",Vanderbilt,253,0.384,0.4,0.246,0.1028,0.2609,0.384,109.96,0.0395256917,0.3897367949865712,0.2114661883788991,0.06446891325047202,0.006292495199045088
"Diaz, Davis",Vanderbilt,265,0.35,0.331,0.137,0.1132,0.166,0.278,91.91,0.02641509434,0.3172430617726052,0.1185041477477629,0.04824653328137237,-0.009929884770054562
"Austin, Rj",Vanderbilt,277,0.402,0.384,0.136,0.083,0.1372,0.374,105.92,0.01805054152,0.38545658012533573,0.11627239120694426,0.05504356633537032,-0.0031328517160566158
"Becker, Eric",Virginia ,152,0.47,0.505,0.367,0.1293,0.194,0.392,137.47,0.05263157895,0.4544427036705462,0.31442038405868034,0.08394659715078152,0.02577017909935459
"Stephan, Anthony",Virginia ,167,0.432,0.421,0.186,0.1324,0.101,0.348,115.45,0.0119760479,0.3977873769024172,0.1568936650333804,0.06246701944588702,0.004290601394460088
"Hanson, Luke",Virginia ,178,0.393,0.283,0.0,0.25,0.125,0.2,79.41,0.0393258427,0.28401387645478965,0.006577434523570925,0.03711219651625849,-0.021064221535168445
"Whalen, Bobby",Virginia ,197,0.464,0.541,0.272,0.1538,0.1538,0.5,146.98,0.01015228426,0.5045805729632946,0.22820472220862387,0.0815871022710544,0.023410684219627463
"Godbout, Henry",Virginia ,203,0.465,0.716,0.9,0.0909,0.1818,0.2,193.03,0.04433497537,0.4595058191584602,0.756885948597523,0.13002378495147907,0.07184736690005214
"Ference, Jacob",Virginia ,232,0.466,0.482,0.3,0.1118,0.1842,0.407,131.47,0.07327586207,0.4504767233661594,0.26207930791149614,0.07766726362552025,0.019490845574093314
"Ford, Henry",Virginia ,278,0.414,0.395,0.0,0.25,0.25,0.5,108.54,0.06115107914,0.43817681289167415,0.0102278092845307,0.05283471124945309,-0.005341706801973843
"Didawick, Harrison",Virginia ,279,0.422,0.416,0.23,0.089,0.1886,0.378,114.24,0.08243727599,0.40399373321396603,0.20531943148174314,0.06593100026932833,0.007754582217901394
"Saucke, Casey",Virginia ,281,0.4,0.463,0.364,0.1434,0.2366,0.324,126.44,0.0462633452,0.39520277529095793,0.3108570309191249,0.07691216727036337,0.01873574921893644
"Anderson, Ethan",Virginia ,287,0.436,0.392,0.145,0.1617,0.1497,0.356,107.85,0.02787456446,0.3913965980304387,0.1254102129689626,0.05864409780418635,0.0004676797527594159
"O'Ferrall, Griff",Virginia ,308,0.375,0.366,0.136,0.0682,0.0714,0.339,101.0,0.01623376623,0.358800805729633,0.11596852688532817,0.05251650693938462,-0.00565991111204231
"Morales, Antonio",Wake Forest,101,0.406,0.396,0.2,0.1386,0.1485,0.328,108.87,0.0297029703,0.37430796777081476,0.1715170105582922,0.060988979268800314,0.0028125612173733813
"Ballestero, Tate",Wake Forest,103,0.379,0.345,0.169,0.165,0.3786,0.342,95.61,0.01941747573,0.3534767233661594,0.14398161026676784,0.05361169514258824,-0.004564722908838692
"Hawke, Austin",Wake Forest,126,0.336,0.324,0.163,0.1349,0.2619,0.286,90.11,0.03174603175,0.313680393912265,0.14104714857074807,0.049594593136638165,-0.008581824914788767
"Nelson, Cameron",Wake Forest,137,0.353,0.28,0.039,0.2117,0.2263,0.23,78.5,0.0,0.2825040286481647,0.03247706422018349,0.037331186382265735,-0.020845231669161197
"Williams, Javar",Wake Forest,149,0.395,0.326,0.061,0.1812,0.1678,0.289,90.65,0.0,0.3320640107430618,0.050797459421312634,0.04460498187288388,-0.013571436178543055
"Gill, Cameron",Wake Forest,151,0.327,0.316,0.159,0.0993,0.2318,0.264,88.02,0.02649006623,0.300354521038496,0.1368370823546295,0.0471001663490275,-0.011076251702399433
"Kurtz, Nick",Wake Forest,260,0.531,0.548,0.457,0.3,0.1615,0.279,148.84,0.08461538462,0.4462896150402865,0.39471689919191255,0.09654735245665508,0.038370934405228145
"Houston, Marek",Wake Forest,264,0.433,0.417,0.19,0.1439,0.125,0.356,114.38,0.0303030303,0.39951700984780664,0.1632899210875794,0.06333705040337624,0.005160632351949308
"Winnay, Jack",Wake Forest,268,0.393,0.437,0.352,0.1381,0.2276,0.313,119.75,0.07462686567,0.37994897045658016,0.30560802199279463,0.07465628846317665,0.01647987041174972
"Reinisch, Jake",Wake Forest,271,0.419,0.448,0.326,0.1439,0.2214,0.345,122.45,0.06642066421,0.4027327663384065,0.2825841195608822,0.07497982188589357,0.016803403834466636
"King, Seaver",Wake Forest,284,0.377,0.414,0.269,0.088,0.1197,0.302,113.68,0.05633802817,0.36324082363473587,0.2334312721780452,0.06525299288657094,0.007076574835144005
"Tellier, Adam",Wake Forest,291,0.415,0.409,0.208,0.1134,0.2165,0.371,112.27,0.04467353952,0.39699373321396597,0.18068287146523643,0.06288981512359675,0.004713397072169813
"Perazza, Michael",West Virginia,67,0.313,0.305,0.113,0.0597,0.2388,0.333,85.06,0.01492537313,0.3173384064458371,0.09659655146916726,0.04357378527686856,-0.014602632774558373
"Jamison, Aaron",West Virginia,88,0.329,0.333,0.189,0.0909,0.3977,0.389,92.38,0.03409090909,0.3520546105640108,0.16309071662267466,0.053194592413646956,-0.004981825637779977
"Barnett, Spencer",West Virginia,129,0.378,0.336,0.097,0.155,0.2636,0.366,93.09,0.01550387597,0.3586168307967771,0.08336938504226535,0.04900535651241976,-0.009171061539007173
"Garcia, Ellis",West Virginia,130,0.294,0.272,0.07,0.0615,0.1,0.262,76.32,0.007692307692,0.2745810205908684,0.05957874165349613,0.03680775606032909,-0.02136866199109784
"Wetherholt, J.J.",West Virginia,155,0.487,0.497,0.276,0.1935,0.0968,0.333,135.5,0.05161290323,0.4350931065353626,0.23847018917820045,0.07684193594237604,0.018665517890949106
"Kresser, Brodie",West Virginia,174,0.409,0.378,0.15,0.1034,0.1494,0.318,104.31,0.02298850575,0.3650940017905103,0.12875672255663373,0.05451934159278892,-0.0036570764586380117
"King, Skylar",West Virginia,176,0.349,0.343,0.156,0.0739,0.1193,0.282,95.0,0.02840909091,0.3227059086839749,0.13465981266455188,0.05006128312201193,-0.008115134929415
"Sauve, Logan",West Virginia,198,0.381,0.383,0.183,0.0859,0.1414,0.333,105.59,0.0404040404,0.36442076991942707,0.15915014648892026,0.057257540903840824,-0.0009188771475861085
"Lumsden, Ben",West Virginia,203,0.38,0.368,0.186,0.1527,0.2759,0.352,101.46,0.03448275862,0.36560787824529994,0.16065801961393086,0.057661551288835274,-0.0005148667625916592
"West, Kyle",West Virginia,213,0.333,0.366,0.254,0.0939,0.2911,0.304,101.0,0.05633802817,0.33438227394807524,0.22094009363182077,0.05875828950147666,0.0005818714500497243
"Hussey, Grant",West Virginia,215,0.343,0.365,0.257,0.0791,0.2744,0.283,100.89,0.05581395349,0.3292676812891674,0.22335067535436134,0.05825762725022308,8.120919879614497e-05
"Chumley, Reed",West Virginia,226,0.407,0.445,0.342,0.1239,0.2743,0.374,121.77,0.06637168142,0.4087336615935542,0.29589985073856034,0.07581771038544723,0.017641292334020293
"White, Sam",West Virginia,250,0.407,0.399,0.198,0.12,0.216,0.37,109.74,0.04,0.3907990152193375,0.1715737473535639,0.06144061796847211,0.0032641999170451783
